"Forbrug af musik (år) efter køn, alder, tid og enhed"

" "," "," ","CD, vinyl eller kassettebånd","Streamer gratis, fx Youtube eller Spotify","Streamer mod betaling, fx Spotify, iTunes, YouSee eller Tidal","Podcast","Radio","På tv","Andre adgange, fx live musik","Lytter ikke til musik"
"I alt"
" ","45-54 år"
" "," ","2018",31,43,39,7,71,17,20,3
" "," ","2019",26,44,42,10,74,24,25,4
" "," ","2020",23,47,47,13,72,24,16,3


